"","kick_distance","yardline_100","diff"
"4293",32,14,18
"4294",25,7,18
"4295",30,13,17
"4296",42,24,18
"4297",41,23,18
"4298",41,23,18
"4299",52,34,18
"4300",32,14,18
"4301",52,34,18
"4302",55,37,18
"4303",42,24,18
"4304",26,8,18
"4305",47,29,18
"4306",43,24,19
"4307",56,38,18
"4308",35,17,18
"4309",39,21,18
"4310",31,13,18
"4311",30,12,18
"4312",41,23,18
"4313",49,31,18
"4314",51,33,18
"4315",54,36,18
"4316",55,37,18
"4317",42,24,18
"4318",30,12,18
"4319",27,9,18
"4320",42,24,18
"4321",23,5,18
"4322",48,30,18
"4323",54,36,18
"4324",43,25,18
"4325",46,28,18
"4326",54,36,18
"4327",39,21,18
"4328",34,16,18
"4329",25,7,18
"4330",37,19,18
"4331",44,26,18
"4332",40,22,18
"4333",26,8,18
"4334",38,20,18
"4335",32,14,18
"4336",54,36,18
"4337",54,36,18
"4338",36,19,17
"4339",53,35,18
"4340",27,9,18
"4341",21,3,18
"4342",30,12,18
"4343",44,26,18
"4344",30,12,18
"4345",48,30,18
"4346",35,17,18
"4347",32,14,18
"4348",20,2,18
"4349",40,22,18
"4350",50,32,18
"4351",46,28,18
"4352",30,12,18
"4353",30,12,18
"4354",44,26,18
"4355",53,35,18
"4356",47,29,18
"4357",26,7,19
"4358",31,13,18
"4359",50,32,18
"4360",28,10,18
"4361",55,37,18
"4362",25,7,18
"4363",23,5,18
"4364",39,21,18
"4365",43,25,18
"4366",35,17,18
"4367",32,14,18
"4368",37,19,18
"4369",27,9,18
"4370",35,17,18
"4371",41,23,18
"4372",55,36,19
"4373",29,11,18
"4374",45,27,18
"4375",43,25,18
"4376",29,11,18
"4377",26,8,18
"4378",47,29,18
"4379",43,25,18
"4380",38,20,18
"4381",39,21,18
"4382",46,28,18
"4383",31,13,18
"4384",22,4,18
"4385",54,36,18
"4386",46,28,18
"4387",61,43,18
"4388",39,21,18
"4389",38,20,18
"4390",24,6,18
"4391",32,14,18
"4392",36,18,18
"4393",37,19,18
"4394",25,7,18
"4395",46,28,18
"4396",36,18,18
"4397",24,6,18
"4398",49,31,18
"4399",33,15,18
"4400",46,28,18
"4401",48,30,18
"4402",28,10,18
"4403",48,30,18
"4404",53,35,18
"4405",50,32,18
"4406",36,18,18
"4407",38,20,18
"4408",32,14,18
"4409",43,25,18
"4410",26,8,18
"4411",50,32,18
"4412",29,11,18
"4413",37,19,18
"4414",31,13,18
"4415",49,31,18
"4416",52,34,18
"4417",46,28,18
"4418",24,6,18
"4419",55,37,18
"4420",50,32,18
"4421",54,36,18
"4422",28,10,18
"4423",40,22,18
"4424",34,16,18
"4425",41,23,18
"4426",57,39,18
"4427",39,21,18
"4428",35,17,18
"4429",46,28,18
"4430",47,29,18
"4431",25,7,18
"4432",38,20,18
"4433",34,16,18
"4434",58,40,18
"4435",26,8,18
"4436",50,32,18
"4437",21,2,19
"4438",47,28,19
"4439",43,25,18
"4440",46,27,19
"4441",52,34,18
"4442",55,37,18
"4443",46,28,18
"4444",21,3,18
"4445",31,13,18
"4446",20,2,18
"4447",55,37,18
"4448",54,36,18
"4449",31,13,18
"4450",48,30,18
"4451",47,29,18
"4452",55,37,18
"4453",48,30,18
"4454",40,22,18
"4455",35,17,18
"4456",45,27,18
"4457",44,25,19
"4458",27,8,19
"4459",41,22,19
"4460",52,34,18
"4461",20,2,18
"4462",54,36,18
"4463",38,20,18
"4464",31,13,18
"4465",57,39,18
"4466",32,14,18
"4467",31,13,18
"4468",41,23,18
"4469",39,21,18
"4470",50,32,18
"4471",38,20,18
"4472",27,9,18
"4473",37,19,18
"4474",48,30,18
"4475",52,34,18
"4476",37,19,18
"4477",30,12,18
"4478",42,23,19
"4479",49,31,18
"4480",24,7,17
"4481",55,37,18
"4482",47,29,18
"4483",33,15,18
"4484",35,17,18
"4485",20,2,18
"4486",28,10,18
"4487",29,11,18
"4488",45,27,18
"4489",53,35,18
"4490",48,30,18
"4491",46,28,18
"4492",37,19,18
"4493",37,19,18
"4494",29,11,18
"4495",40,22,18
"4496",43,25,18
"4497",41,23,18
"4498",43,25,18
"4499",65,47,18
"4500",42,24,18
"4501",22,4,18
"4502",48,30,18
"4503",43,25,18
"4504",37,19,18
"4505",23,4,19
"4506",45,27,18
"4507",30,12,18
"4508",44,26,18
"4509",50,32,18
"4510",51,33,18
"4511",46,27,19
"4512",49,31,18
"4513",41,22,19
"4514",38,20,18
"4515",29,11,18
"4516",35,17,18
"4517",48,30,18
"4518",35,17,18
"4519",40,22,18
"4520",43,25,18
"4521",31,13,18
"4522",26,8,18
"4523",31,13,18
"4524",29,11,18
"4525",38,20,18
"4526",30,12,18
"4527",51,33,18
"4528",45,28,17
"4529",41,23,18
"4530",44,26,18
"4531",49,31,18
"4532",44,26,18
"4533",41,23,18
"4534",48,30,18
"4535",40,22,18
"4536",41,23,18
"4537",41,23,18
"4538",32,14,18
"4539",42,24,18
"4540",29,10,19
"4541",36,17,19
"4542",20,3,17
"4543",37,18,19
"4544",36,18,18
"4545",29,11,18
"4546",39,21,18
"4547",49,31,18
"4548",49,31,18
"4549",59,41,18
"4550",52,34,18
"4551",48,30,18
"4552",23,5,18
"4553",48,30,18
"4554",35,16,19
"4555",52,34,18
"4556",47,29,18
"4557",33,15,18
"4558",41,23,18
"4559",41,22,19
"4560",29,10,19
"4561",33,15,18
"4562",38,20,18
"4563",24,6,18
"4564",37,19,18
"4565",43,25,18
"4566",33,15,18
"4567",28,10,18
"4568",38,20,18
"4569",44,26,18
"4570",27,9,18
"4571",29,11,18
"4572",27,9,18
"4573",39,20,19
"4574",51,33,18
"4575",35,16,19
"4576",39,21,18
"4577",55,37,18
"4578",48,30,18
"4579",47,29,18
"4580",51,33,18
"4581",48,30,18
"4582",37,18,19
"4583",40,22,18
"4584",43,24,19
"4585",33,15,18
"4586",38,20,18
"4587",33,15,18
"4588",53,35,18
"4589",43,25,18
"4590",48,30,18
"4591",39,21,18
"4592",55,37,18
"4593",47,29,18
"4594",48,29,19
"4595",51,33,18
"4596",67,49,18
"4597",40,22,18
"4598",22,4,18
"4599",52,34,18
"4600",43,25,18
"4601",35,17,18
"4602",41,23,18
"4603",46,28,18
"4604",23,5,18
"4605",45,27,18
"4606",22,4,18
"4607",19,1,18
"4608",53,35,18
"4609",54,36,18
"4610",30,11,19
"4611",59,41,18
"4612",30,12,18
"4613",48,30,18
"4614",45,27,18
"4615",29,11,18
"4616",31,13,18
"4617",37,19,18
"4618",56,38,18
"4619",50,32,18
"4620",49,31,18
"4621",35,17,18
"4622",50,32,18
"4623",45,27,18
"4624",29,10,19
"4625",51,33,18
"4626",36,18,18
"4627",48,30,18
"4628",38,20,18
"4629",48,30,18
"4630",48,30,18
"4631",42,24,18
"4632",44,26,18
"4633",38,20,18
"4634",44,26,18
"4635",59,41,18
"4636",45,27,18
"4637",39,22,17
"4638",43,24,19
"4639",44,26,18
"4640",45,27,18
"4641",61,42,19
"4642",22,4,18
"4643",44,26,18
"4644",31,13,18
"4645",24,6,18
"4646",20,2,18
"4647",23,5,18
"4648",54,36,18
"4649",42,24,18
"4650",55,37,18
"4651",21,3,18
"4652",58,41,17
"4653",45,27,18
"4654",41,23,18
"4655",30,12,18
"4656",45,27,18
"4657",37,19,18
"4658",50,32,18
"4659",33,15,18
"4660",24,6,18
"4661",52,33,19
"4662",22,4,18
"4663",41,23,18
"4664",46,27,19
"4665",24,6,18
"4666",50,32,18
"4667",43,25,18
"4668",44,26,18
"4669",52,33,19
"4670",39,21,18
"4671",31,13,18
"4672",50,32,18
"4673",35,17,18
"4674",47,29,18
"4675",49,31,18
"4676",23,5,18
"4677",42,24,18
"4678",37,19,18
"4679",43,25,18
"4680",40,22,18
"4681",35,17,18
"4682",44,26,18
"4683",23,5,18
"4684",37,19,18
"4685",61,43,18
"4686",39,21,18
"4687",32,14,18
"4688",49,31,18
"4689",23,5,18
"4690",40,22,18
"4691",23,5,18
"4692",46,28,18
"4693",24,6,18
"4694",21,3,18
"4695",40,22,18
"4696",38,20,18
"4697",43,25,18
"4698",53,35,18
"4699",37,19,18
"4700",41,23,18
"4701",59,41,18
"4702",27,9,18
"4703",41,23,18
"4704",28,10,18
"4705",22,4,18
"4706",51,33,18
"4707",53,35,18
"4708",52,34,18
"4709",34,15,19
"4710",53,35,18
"4711",58,40,18
"4712",32,14,18
"4713",50,32,18
"4714",38,20,18
"4715",19,1,18
"4716",56,38,18
"4717",51,33,18
"4718",37,19,18
"4719",50,32,18
"4720",37,19,18
"4721",32,14,18
"4722",43,25,18
"4723",26,8,18
"4724",39,21,18
"4725",35,16,19
"4726",38,20,18
"4727",38,20,18
"4728",44,26,18
"4729",40,22,18
"4730",29,11,18
"4731",41,23,18
"4732",47,29,18
"4733",53,35,18
"4734",45,26,19
"4735",36,18,18
"4736",36,18,18
"4737",46,28,18
"4738",44,26,18
"4739",23,5,18
"4740",46,28,18
"4741",47,29,18
"4742",43,25,18
"4743",28,10,18
"4744",41,23,18
"4745",45,27,18
"4746",44,26,18
"4747",47,29,18
"4748",30,12,18
"4749",27,9,18
"4750",40,22,18
"4751",40,22,18
"4752",22,4,18
"4753",29,10,19
"4754",47,29,18
"4755",22,4,18
"4756",45,27,18
"4757",50,32,18
"4758",25,7,18
"4759",27,9,18
"4760",53,34,19
"4761",28,10,18
"4762",25,6,19
"4763",40,22,18
"4764",21,3,18
"4765",54,36,18
"4766",27,9,18
"4767",54,36,18
"4768",24,6,18
"4769",24,6,18
"4770",54,36,18
"4771",45,26,19
"4772",42,23,19
"4773",29,11,18
"4774",26,8,18
"4775",19,1,18
"4776",29,11,18
"4777",26,8,18
"4778",45,26,19
"4779",27,10,17
"4780",43,25,18
"4781",38,20,18
"4782",39,21,18
"4783",29,11,18
"4784",30,12,18
"4785",24,6,18
"4786",29,11,18
"4787",54,36,18
"4788",38,20,18
"4789",54,36,18
"4790",51,33,18
"4791",29,11,18
"4792",40,22,18
"4793",58,39,19
"4794",44,26,18
"4795",49,31,18
"4796",40,22,18
"4797",39,21,18
"4798",32,14,18
"4799",42,24,18
"4800",44,26,18
"4801",33,15,18
"4802",39,21,18
"4803",48,30,18
"4804",50,32,18
"4805",46,28,18
"4806",41,22,19
"4807",44,25,19
"4808",42,24,18
"4809",49,31,18
"4810",33,15,18
"4811",23,5,18
"4812",32,14,18
"4813",36,18,18
"4814",28,10,18
"4815",37,19,18
"4816",45,27,18
"4817",28,9,19
"4818",25,7,18
"4819",53,35,18
"4820",48,30,18
"4821",23,5,18
"4822",19,1,18
"4823",27,9,18
"4824",43,25,18
"4825",31,13,18
"4826",36,18,18
"4827",40,22,18
"4828",35,17,18
"4829",53,35,18
"4830",52,34,18
"4831",22,4,18
"4832",53,35,18
"4833",35,17,18
"4834",24,6,18
"4835",57,39,18
"4836",23,5,18
"4837",31,13,18
"4838",48,30,18
"4839",45,27,18
"4840",52,34,18
"4841",53,34,19
"4842",42,24,18
"4843",34,16,18
"4844",22,4,18
"4845",48,30,18
"4846",51,33,18
"4847",62,44,18
"4848",23,5,18
"4849",48,30,18
"4850",39,21,18
"4851",37,19,18
"4852",48,30,18
"4853",46,28,18
"4854",58,40,18
"4855",32,14,18
"4856",53,35,18
"4857",40,22,18
"4858",30,12,18
"4859",28,10,18
"4860",31,13,18
"4861",48,30,18
"4862",52,34,18
"4863",40,22,18
"4864",49,31,18
"4865",37,19,18
"4866",45,27,18
"4867",45,27,18
"4868",34,16,18
"4869",37,19,18
"4870",34,16,18
"4871",30,12,18
"4872",45,27,18
"4873",35,17,18
"4874",43,25,18
"4875",39,21,18
"4876",55,37,18
"4877",34,16,18
"4878",20,2,18
"4879",55,37,18
"4880",35,17,18
"4881",26,8,18
"4882",57,39,18
"4883",32,14,18
"4884",39,21,18
"4885",32,14,18
"4886",25,7,18
"4887",20,2,18
"4888",25,7,18
"4889",23,5,18
"4890",35,17,18
"4891",45,27,18
"4892",31,13,18
"4893",46,28,18
"4894",44,26,18
"4895",36,17,19
"4896",54,36,18
"4897",19,1,18
"4898",46,28,18
"4899",48,30,18
"4900",35,17,18
"4901",29,11,18
"4902",45,27,18
"4903",44,26,18
"4904",22,4,18
"4905",57,39,18
"4906",45,27,18
"4907",41,23,18
"4908",37,19,18
"4909",41,23,18
"4910",43,25,18
"4911",29,11,18
"4912",34,16,18
"4913",23,5,18
"4914",53,35,18
"4915",53,35,18
"4916",53,35,18
"4917",53,35,18
"4918",51,33,18
"4919",31,13,18
"4920",21,3,18
"4921",51,33,18
"4922",27,9,18
"4923",27,9,18
"4924",36,18,18
"4925",22,4,18
"4926",51,33,18
"4927",33,15,18
"4928",42,24,18
"4929",35,17,18
"4930",24,6,18
"4931",22,4,18
"4932",48,30,18
"4933",42,24,18
"4934",37,19,18
"4935",39,21,18
"4936",38,20,18
"4937",53,35,18
"4938",23,5,18
"4939",35,17,18
"4940",31,13,18
"4941",53,35,18
"4942",46,27,19
"4943",57,39,18
"4944",22,4,18
"4945",23,5,18
"4946",22,4,18
"4947",47,28,19
"4948",51,33,18
"4949",23,5,18
"4950",45,27,18
"4951",36,18,18
"4952",52,34,18
"4953",45,27,18
"4954",42,24,18
"4955",39,21,18
"4956",25,7,18
"4957",45,27,18
"4958",21,3,18
"4959",42,23,19
"4960",40,22,18
"4961",34,16,18
"4962",55,37,18
"4963",25,7,18
"4964",33,15,18
"4965",43,25,18
"4966",40,22,18
"4967",48,30,18
"4968",48,30,18
"4969",60,42,18
"4970",41,23,18
"4971",46,28,18
"4972",31,13,18
"4973",32,14,18
"4974",27,9,18
"4975",52,34,18
"4976",53,35,18
"4977",39,21,18
"4978",45,27,18
"4979",22,4,18
"4980",48,30,18
"4981",26,8,18
"4982",26,8,18
"4983",20,2,18
"4984",40,22,18
"4985",21,3,18
"4986",49,31,18
"4987",35,17,18
"4988",48,30,18
"4989",36,18,18
"4990",44,26,18
"4991",61,43,18
"4992",50,32,18
"4993",34,16,18
"4994",37,19,18
"4995",37,19,18
"4996",43,25,18
"4997",30,12,18
"4998",25,7,18
"4999",50,31,19
"5000",52,33,19
"5001",37,19,18
"5002",28,10,18
"5003",44,25,19
"5004",45,27,18
"5005",51,33,18
"5006",49,31,18
"5007",33,15,18
"5008",37,19,18
"5009",23,5,18
"5010",39,21,18
"5011",38,20,18
"5012",20,2,18
"5013",22,4,18
"5014",22,4,18
"5015",44,26,18
"5016",30,12,18
"5017",20,2,18
"5018",31,13,18
"5019",28,10,18
"5020",42,24,18
"5021",35,17,18
"5022",20,2,18
"5023",38,20,18
"5024",21,3,18
"5025",27,9,18
"5026",43,25,18
"5027",41,23,18
"5028",37,18,19
"5029",42,24,18
"5030",28,10,18
"5031",34,16,18
"5032",27,9,18
"5033",37,19,18
"5034",22,3,19
"5035",29,11,18
"5036",38,20,18
"5037",25,7,18
"5038",21,3,18
"5039",34,16,18
"5040",38,20,18
"5041",38,20,18
"5042",46,28,18
"5043",57,38,19
"5044",36,18,18
"5045",50,32,18
"5046",30,12,18
"5047",27,9,18
"5048",20,2,18
"5049",22,4,18
"5050",24,6,18
"5051",56,38,18
"5052",49,31,18
"5053",22,4,18
"5054",33,15,18
"5055",56,37,19
"5056",70,52,18
"5057",37,18,19
"5058",26,7,19
"5059",63,45,18
"5060",49,31,18
"5061",32,14,18
"5062",54,36,18
"5063",46,28,18
"5064",23,4,19
"5065",33,15,18
"5066",48,29,19
"5067",23,5,18
"5068",29,11,18
"5069",46,28,18
"5070",46,28,18
"5071",36,17,19
"5072",30,12,18
"5073",36,18,18
"5074",47,29,18
"5075",33,15,18
"5076",47,29,18
"5077",24,6,18
"5078",43,25,18
"5079",28,10,18
"5080",51,33,18
"5081",37,19,18
"5082",42,24,18
"5083",42,24,18
"5084",45,27,18
"5085",33,15,18
"5086",25,7,18
"5087",52,34,18
"5088",51,33,18
"5089",50,32,18
"5090",36,18,18
"5091",49,31,18
"5092",24,6,18
"5093",37,19,18
"5094",30,12,18
"5095",46,28,18
"5096",33,15,18
"5097",54,36,18
"5098",40,22,18
"5099",50,32,18
"5100",39,21,18
"5101",52,34,18
"5102",36,18,18
"5103",29,11,18
"5104",23,5,18
"5105",36,18,18
"5106",38,20,18
"5107",37,19,18
"5108",41,23,18
"5109",28,10,18
"5110",43,25,18
"5111",46,28,18
"5112",34,16,18
"5113",44,26,18
"5114",46,28,18
"5115",50,32,18
"5116",28,10,18
"5117",33,15,18
"5118",33,15,18
"5119",24,5,19
"5120",37,19,18
"5121",39,21,18
"5122",23,5,18
"5123",42,24,18
"5124",26,8,18
"5125",37,19,18
"5126",36,18,18
"5127",51,33,18
"5128",20,2,18
"5129",45,27,18
"5130",27,8,19
"5131",51,33,18
"5132",24,6,18
"5133",46,28,18
"5134",26,8,18
"5135",49,31,18
"5136",34,14,20
"5137",52,34,18
"5138",52,34,18
"5139",34,16,18
"5140",46,28,18
"5141",43,25,18
"5142",34,16,18
"5143",40,22,18
"5144",47,29,18
"5145",55,37,18
"5146",53,35,18
"5147",22,4,18
"5148",28,10,18
"5149",43,25,18
"5150",31,13,18
"5151",35,17,18
"5152",60,42,18
"5153",21,3,18
"5154",48,30,18
"5155",36,18,18
"5156",23,5,18
"5157",36,18,18
"5158",44,26,18
"5159",39,21,18
"5160",55,37,18
"5161",40,22,18
"5162",26,7,19
"5163",25,7,18
"5164",30,12,18
"5165",43,25,18
"5166",33,15,18
"5167",27,9,18
"5168",48,30,18
"5169",51,33,18
"5170",27,9,18
"5171",48,30,18
"5172",42,24,18
"5173",33,15,18
"5174",53,35,18
"5175",53,35,18
"5176",33,15,18
"5177",22,3,19
"5178",29,11,18
"5179",21,3,18
"5180",27,9,18
"5181",43,25,18
"5182",37,19,18
"5183",24,6,18
"5184",20,2,18
"5185",25,7,18
"5186",45,27,18
"5187",42,24,18
"5188",21,3,18
"5189",51,33,18
"5190",49,31,18
"5191",40,22,18
"5192",52,34,18
"5193",52,34,18
"5194",36,18,18
"5195",53,35,18
"5196",53,35,18
"5197",28,10,18
"5198",22,4,18
"5199",46,28,18
"5200",44,26,18
"5201",32,14,18
"5202",34,16,18
"5203",29,11,18
"5204",56,38,18
"5205",32,14,18
"5206",52,34,18
"5207",48,30,18
"5208",46,27,19
"5209",40,22,18
"5210",43,24,19
"5211",30,12,18
"5212",41,23,18
"5213",43,25,18
"5214",48,30,18
"5215",34,16,18
"5216",46,28,18
"5217",35,17,18
"5218",38,20,18
"5219",46,27,19
"5220",33,15,18
"5221",41,22,19
"5222",56,38,18
"5223",45,27,18
"5224",52,34,18
"5225",62,44,18
"5226",52,34,18
"5227",27,9,18
"5228",37,19,18
"5229",46,28,18
"5230",21,3,18
"5231",49,31,18
"5232",53,35,18
"5233",32,14,18
"5234",35,17,18
"5235",26,8,18
"5236",20,2,18
"5237",50,32,18
"5238",42,24,18
"5239",23,5,18
"5240",47,29,18
"5241",49,31,18
"5242",52,34,18
"5243",37,19,18
"5244",55,37,18
"5245",35,17,18
"5246",43,25,18
"5247",45,26,19
"5248",47,29,18
"5249",46,27,19
"5250",31,13,18
"5251",33,15,18
"5252",30,12,18
"5253",24,6,18
"5254",44,26,18
"5255",36,18,18
"5256",68,50,18
"5257",34,16,18
"5258",25,7,18
"5259",31,13,18
"5260",40,22,18
"5261",49,31,18
"5262",39,21,18
"5263",50,32,18
"5264",32,14,18
"5265",35,17,18
"5266",66,48,18
"5267",21,3,18
"5268",53,35,18
"5269",47,29,18
"5270",57,39,18
"5271",41,23,18
"5272",22,4,18
"5273",52,34,18
"5274",28,10,18
"5275",43,25,18
"5276",42,24,18
"5277",26,8,18
"5278",54,36,18
"5279",38,20,18
"5280",51,33,18
"5281",43,25,18
"5282",28,9,19
"5283",24,5,19
"5284",32,14,18
"5285",51,33,18
"5286",34,16,18
"5287",24,6,18
"5288",50,32,18
"5289",48,30,18
"5290",46,28,18
"5291",38,20,18
"5292",50,32,18
"5293",22,3,19
"5294",52,34,18
"5295",36,18,18
"5296",45,27,18
"5297",26,8,18
"5298",45,27,18
"5299",47,29,18
"5300",21,3,18
"5301",36,17,19
"5302",53,35,18
"5303",44,26,18
"5304",43,25,18
"5305",34,15,19
"5306",20,1,19
"5307",55,37,18
"5308",48,30,18
"5309",26,8,18
"5310",26,8,18
"5311",21,3,18
"5312",48,29,19
"5313",29,11,18
"5314",42,23,19
"5315",22,4,18
"5316",23,5,18
"5317",55,37,18
"5318",46,27,19
"5319",23,5,18
"5320",40,22,18
"5321",46,28,18
"5322",20,2,18
"5323",54,36,18
"5324",37,20,17
"5325",48,30,18
"5326",53,34,19
"5327",33,15,18
"5328",33,15,18
"5329",26,8,18
"5330",21,2,19
"5331",28,10,18
"5332",38,20,18
"5333",34,16,18
"5334",43,25,18
"5335",43,25,18
"5336",35,17,18
"5337",29,11,18
"5338",25,7,18
"5339",31,13,18
"5340",52,34,18
"5341",35,16,19
"5342",58,40,18
"5343",23,5,18
"5344",48,30,18
"5345",52,34,18
"5346",26,8,18
"5347",29,11,18
"5348",41,23,18
"5349",29,11,18
"5350",36,18,18
"5351",44,26,18
"5352",27,8,19
"5353",27,9,18
"5354",48,30,18
"5355",56,37,19
"5356",44,26,18
"5357",46,28,18
"5358",36,18,18
"5359",27,9,18
"5360",22,4,18
"5361",49,31,18
"5362",25,7,18
"5363",21,2,19
"5364",38,19,19
"5365",30,12,18
"5366",54,36,18
"5367",31,12,19
"5368",46,28,18
"5369",46,28,18
"5370",35,17,18
"5371",31,13,18
"5372",39,21,18
"5373",48,30,18
"5374",29,11,18
"5375",43,26,17
"5376",39,21,18
"5377",38,20,18
"5378",38,20,18
"5379",52,34,18
"5380",55,37,18
"5381",49,31,18
"5382",40,22,18
"5383",54,36,18
"5384",44,26,18
"5385",44,26,18
"5386",22,4,18
"5387",36,18,18
"5388",57,39,18
"5389",51,33,18
"5390",40,22,18
"5391",49,32,17
"5392",49,32,17
"5393",23,5,18
"5394",37,19,18
"5395",43,25,18
"5396",37,19,18
"5397",47,29,18
"5398",31,13,18
"5399",35,17,18
"5400",32,14,18
"5401",47,29,18
"5402",23,5,18
"5403",42,24,18
"5404",60,42,18
"5405",33,15,18
"5406",52,34,18
"5407",52,33,19
"5408",32,14,18
"5409",56,38,18
"5410",21,3,18
"5411",45,26,19
"5412",23,5,18
"5413",24,6,18
"5414",54,36,18
"5415",31,12,19
"5416",51,33,18
"5417",51,33,18
"5418",38,20,18
"5419",31,13,18
"5420",31,13,18
"5421",31,13,18
"5422",52,34,18
"5423",49,31,18
"5424",48,30,18
"5425",30,12,18
"5426",43,25,18
"5427",58,40,18
"5428",50,31,19
"5429",21,3,18
"5430",61,43,18
"5431",47,29,18
"5432",53,34,19
"5433",34,16,18
"5434",36,18,18
"5435",51,33,18
"5436",33,15,18
"5437",24,5,19
"5438",28,10,18
"5439",43,25,18
"5440",52,34,18
"5441",38,20,18
"5442",38,20,18
"5443",40,22,18
"5444",35,17,18
"5445",30,12,18
"5446",45,27,18
"5447",51,33,18
"5448",49,31,18
"5449",39,20,19
"5450",41,23,18
"5451",31,13,18
"5452",50,32,18
"5453",52,34,18
"5454",43,24,19
"5455",42,24,18
"5456",27,8,19
"5457",32,13,19
"5458",52,34,18
"5459",39,21,18
"5460",50,32,18
"5461",43,25,18
"5462",32,14,18
"5463",30,11,19
"5464",40,22,18
"5465",33,15,18
"5466",24,6,18
"5467",58,40,18
"5468",54,36,18
"5469",53,35,18
"5470",25,6,19
"5471",25,7,18
"5472",47,29,18
"5473",38,20,18
"5474",50,32,18
"5475",23,5,18
"5476",47,29,18
"5477",27,9,18
"5478",40,22,18
"5479",52,34,18
"5480",43,25,18
"5481",37,19,18
"5482",46,28,18
"5483",33,15,18
"5484",49,31,18
"5485",36,18,18
"5486",36,18,18
"5487",45,27,18
"5488",49,31,18
"5489",53,35,18
"5490",44,26,18
"5491",43,25,18
"5492",28,10,18
"5493",22,4,18
"5494",52,34,18
"5495",45,27,18
"5496",30,12,18
"5497",52,34,18
"5498",41,23,18
"5499",37,18,19
"5500",33,15,18
"5501",47,29,18
"5502",41,23,18
"5503",31,13,18
"5504",47,29,18
"5505",53,35,18
"5506",31,13,18
"5507",34,16,18
"5508",56,37,19
"5509",42,24,18
"5510",34,16,18
"5511",51,33,18
"5512",42,24,18
"5513",57,39,18
"5514",21,2,19
"5515",44,26,18
"5516",50,32,18
"5517",53,35,18
"5518",33,15,18
"5519",48,30,18
"5520",39,21,18
"5521",50,32,18
"5522",28,10,18
"5523",39,21,18
"5524",42,24,18
"5525",34,16,18
"5526",39,21,18
"5527",45,27,18
"5528",46,28,18
"5529",29,11,18
"5530",51,33,18
"5531",57,39,18
"5532",23,5,18
"5533",45,27,18
"5534",53,35,18
"5535",54,36,18
"5536",21,3,18
"5537",24,6,18
"5538",24,6,18
"5539",43,25,18
"5540",38,20,18
"5541",45,26,19
"5542",40,22,18
"5543",39,21,18
"5544",24,5,19
"5545",21,3,18
"5546",31,13,18
"5547",27,9,18
"5548",45,27,18
"5549",36,18,18
"5550",57,39,18
"5551",51,33,18
"5552",39,21,18
"5553",24,6,18
"5554",48,30,18
"5555",48,30,18
"5556",48,30,18
"5557",30,12,18
"5558",23,5,18
"5559",36,18,18
"5560",34,16,18
"5561",47,29,18
"5562",43,25,18
"5563",26,8,18
"5564",41,23,18
"5565",30,12,18
"5566",31,13,18
"5567",48,30,18
"5568",39,21,18
"5569",48,30,18
"5570",52,34,18
"5571",40,22,18
"5572",22,4,18
"5573",25,7,18
"5574",32,14,18
"5575",23,5,18
"5576",35,16,19
"5577",23,5,18
"5578",34,16,18
"5579",46,28,18
"5580",44,27,17
"5581",45,27,18
"5582",45,27,18
"5583",52,34,18
"5584",53,35,18
"5585",47,29,18
"5586",26,8,18
"5587",26,8,18
"5588",32,14,18
"5589",35,17,18
"5590",52,34,18
"5591",29,11,18
"5592",39,21,18
"5593",24,6,18
"5594",41,23,18
"5595",55,37,18
"5596",42,24,18
"5597",21,3,18
"5598",30,12,18
"5599",22,4,18
"5600",54,36,18
"5601",52,34,18
"5602",40,23,17
"5603",65,47,18
"5604",28,10,18
"5605",27,9,18
"5606",24,6,18
"5607",45,27,18
"5608",53,35,18
"5609",27,9,18
"5610",53,35,18
"5611",42,24,18
"5612",40,22,18
"5613",37,19,18
"5614",24,6,18
"5615",55,37,18
"5616",31,13,18
"5617",40,22,18
"5618",42,24,18
"5619",20,1,19
"5620",24,6,18
"5621",30,12,18
"5622",29,11,18
"5623",25,6,19
"5624",35,17,18
"5625",32,14,18
"5626",25,7,18
"5627",32,13,19
"5628",25,7,18
"5629",38,20,18
"5630",37,19,18
"5631",36,17,19
"5632",36,18,18
"5633",39,21,18
"5634",49,31,18
"5635",37,19,18
"5636",54,36,18
"5637",33,15,18
"5638",39,21,18
"5639",34,16,18
"5640",22,4,18
"5641",54,36,18
"5642",35,17,18
"5643",46,28,18
"5644",48,30,18
"5645",31,13,18
"5646",22,4,18
"5647",29,11,18
"5648",29,10,19
"5649",48,30,18
"5650",44,26,18
"5651",48,30,18
"5652",49,31,18
"5653",47,29,18
"5654",27,9,18
"5655",38,20,18
"5656",20,2,18
"5657",20,2,18
"5658",23,5,18
"5659",51,33,18
"5660",48,30,18
"5661",24,5,19
"5662",29,11,18
"5663",56,38,18
"5664",51,32,19
"5665",37,19,18
"5666",40,22,18
"5667",46,28,18
"5668",35,17,18
"5669",50,32,18
"5670",37,19,18
"5671",46,28,18
"5672",46,27,19
"5673",30,11,19
"5674",24,6,18
"5675",28,10,18
"5676",36,18,18
"5677",36,18,18
"5678",20,1,19
"5679",30,12,18
"5680",21,3,18
"5681",52,34,18
"5682",22,4,18
"5683",28,10,18
"5684",23,5,18
"5685",42,23,19
"5686",27,9,18
"5687",46,28,18
"5688",28,10,18
"5689",25,7,18
"5690",29,11,18
